Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Date,Year,Month,Day,Weekday,Temperature Difference,Power [W],Wear Category,RPM_Torque_Ratio,Air_Process_Interaction,Temperature_Wear_Interaction,ToolWear_roll_mean_1_hours,ToolWear_roll_mean_6_hours,ToolWear_roll_mean_12_hours,ToolWear_roll_mean_24_hours
L,300.3,311.7,1579,33.6,59,0,No Failure,2024-03-18 15:00:00,2024,3,18,Monday,11.399999999999977,5556.132707774799,Low,46.99404761904762,93603.51,18390.3,54.0,30.0,105.3125,101.97916666666667
H,300.3,311.7,1432,47.7,61,0,No Failure,2024-03-18 15:15:00,2024,3,18,Monday,11.399999999999977,7153.401474530832,Low,30.020964360587,93603.51,19013.7,56.0,32.375,103.1875,102.17708333333333
L,300.2,311.6,1446,47.3,66,0,No Failure,2024-03-18 15:30:00,2024,3,18,Monday,11.400000000000034,7162.763907506703,Low,30.570824524312897,93542.32,20565.600000000002,58.0,34.708333333333336,101.0625,102.375
M,300.2,311.7,1597,39.5,68,0,No Failure,2024-03-18 15:45:00,2024,3,18,Monday,11.5,6606.222771447721,Low,40.43037974683544,93572.34,21195.6,60.75,37.166666666666664,98.97916666666667,102.60416666666667
M,300.2,311.7,1397,50.2,71,0,No Failure,2024-03-18 16:00:00,2024,3,18,Monday,11.5,7344.315516085791,Low,27.828685258964143,93572.34,22130.7,63.5,39.583333333333336,96.89583333333333,102.82291666666667
L,300.1,311.6,1530,36.6,74,0,No Failure,2024-03-18 16:15:00,2024,3,18,Monday,11.5,5864.401809651475,Low,41.803278688524586,93511.16000000002,23058.4,66.5,42.0,94.77083333333333,103.04166666666667
M,300.1,311.6,1433,51.4,76,0,No Failure,2024-03-18 16:30:00,2024,3,18,Monday,11.5,7713.660355227882,Low,27.879377431906615,93511.16000000002,23681.600000000002,69.75,44.458333333333336,92.66666666666667,103.27083333333333
L,300.0,311.5,1591,32.0,79,0,No Failure,2024-03-18 16:45:00,2024,3,18,Monday,11.5,5331.769436997319,Low,49.71875,93450.0,24608.5,72.25,46.875,90.5625,103.5
L,300.0,311.5,1445,41.6,81,0,No Failure,2024-03-18 17:00:00,2024,3,18,Monday,11.5,6295.241286863271,Low,34.73557692307692,93450.0,25231.5,75.0,49.333333333333336,88.47916666666667,103.73958333333333
L,300.0,311.5,1749,28.3,83,0,No Failure,2024-03-18 17:15:00,2024,3,18,Monday,11.5,5183.551859919571,Low,61.802120141342755,93450.0,25854.5,77.5,51.791666666666664,86.39583333333333,103.97916666666667
L,300.0,311.3,1703,30.4,85,0,No Failure,2024-03-18 17:30:00,2024,3,18,Monday,11.300000000000011,5421.7493297587125,Low,56.01973684210527,93390.0,26460.5,79.75,54.25,84.3125,104.21875
H,300.1,311.4,1518,46.9,87,0,No Failure,2024-03-18 17:45:00,2024,3,18,Monday,11.299999999999955,7455.826910187668,Low,32.36673773987207,93451.14,27091.8,82.0,56.708333333333336,82.20833333333333,104.45833333333333
L,300.1,311.3,1535,42.3,92,0,No Failure,2024-03-18 18:00:00,2024,3,18,Monday,11.199999999999989,6799.859668230562,Low,36.28841607565012,93421.13,28639.600000000002,84.0,59.166666666666664,80.10416666666667,104.66666666666667
M,300.1,311.4,1390,52.1,94,0,No Failure,2024-03-18 18:15:00,2024,3,18,Monday,11.299999999999955,7584.094336461126,Low,26.679462571976966,93451.14,29271.6,86.75,61.75,78.0625,104.89583333333333
H,300.3,311.6,1801,23.6,97,0,No Failure,2024-03-18 18:30:00,2024,3,18,Monday,11.300000000000011,4451.198056300269,Low,76.3135593220339,93573.48000000001,30225.2,89.5,64.33333333333333,76.0,105.11458333333333
H,300.3,311.6,1463,41.6,102,0,No Failure,2024-03-18 18:45:00,2024,3,18,Monday,11.300000000000011,6373.659517426274,Medium,35.168269230769226,93573.48000000001,31783.2,92.5,66.91666666666667,73.9375,105.33333333333333
L,300.3,311.6,1560,37.7,107,0,No Failure,2024-03-18 19:00:00,2024,3,18,Monday,11.300000000000011,6159.0985254691695,Medium,41.37931034482758,93573.48000000001,33341.200000000004,96.25,69.625,71.91666666666667,105.57291666666667
L,300.3,311.6,1607,33.5,109,0,No Failure,2024-03-18 19:15:00,2024,3,18,Monday,11.300000000000011,5637.828837131367,Medium,47.97014925373134,93573.48000000001,33964.4,100.0,72.33333333333333,69.95833333333333,105.84375
L,300.4,311.6,1332,54.6,111,0,No Failure,2024-03-18 19:30:00,2024,3,18,Monday,11.200000000000045,7616.3706434316355,Medium,24.395604395604394,93604.64,34587.600000000006,103.75,75.04166666666667,68.0,106.11458333333333
L,300.3,311.7,1365,53.3,113,0,No Failure,2024-03-18 19:45:00,2024,3,18,Monday,11.399999999999977,7619.229641420911,Medium,25.609756097560975,93603.51,35222.1,107.25,77.75,66.02083333333333,106.38541666666667
M,300.3,311.6,1617,32.5,115,0,No Failure,2024-03-18 20:00:00,2024,3,18,Monday,11.300000000000011,5503.571129356568,Medium,49.753846153846155,93573.48000000001,35834.0,110.0,80.45833333333333,64.04166666666667,106.65625
M,300.3,311.6,1304,62.8,118,0,No Failure,2024-03-18 20:15:00,2024,3,18,Monday,11.300000000000011,8576.07238605898,Medium,20.764331210191084,93573.48000000001,36768.8,112.0,83.125,62.0625,106.91666666666667
L,300.3,311.7,1989,22.3,121,0,No Failure,2024-03-18 20:30:00,2024,3,18,Monday,11.399999999999977,4645.0548760053625,Medium,89.19282511210763,93603.51,37715.7,114.25,85.83333333333333,60.083333333333336,107.1875
H,300.3,311.6,1339,53.4,123,0,No Failure,2024-03-18 20:45:00,2024,3,18,Monday,11.300000000000011,7488.124162198391,Medium,25.074906367041198,93573.48000000001,38326.8,116.75,88.58333333333333,58.104166666666664,107.46875
L,300.2,311.5,1492,41.8,128,0,No Failure,2024-03-18 21:00:00,2024,3,18,Monday,11.300000000000011,6531.25,Medium,35.693779904306226,93512.3,39872.0,119.25,91.33333333333333,60.666666666666664,107.75
M,300.1,311.3,1518,40.2,130,0,No Failure,2024-03-18 21:15:00,2024,3,18,Monday,11.199999999999989,6390.708780160859,Medium,37.76119402985074,93421.13,40469.0,122.5,94.20833333333333,63.291666666666664,108.05208333333333
L,300.1,311.3,1479,39.5,133,0,No Failure,2024-03-18 21:30:00,2024,3,18,Monday,11.199999999999989,6118.0986092493295,Medium,37.44303797468354,93421.13,41402.9,125.5,97.08333333333333,65.89583333333333,108.35416666666667
M,300.1,311.3,1523,34.1,135,0,No Failure,2024-03-18 21:45:00,2024,3,18,Monday,11.199999999999989,5438.83001005362,Medium,44.66275659824047,93421.13,42025.5,128.5,99.875,68.52083333333333,108.66666666666667
M,300.2,311.4,1570,35.3,138,0,No Failure,2024-03-18 22:00:00,2024,3,18,Monday,11.199999999999989,5803.975368632707,Medium,44.47592067988669,93482.27999999998,42973.2,131.5,102.66666666666667,71.125,108.97916666666667
H,300.2,311.4,1506,36.1,141,0,No Failure,2024-03-18 22:15:00,2024,3,18,Monday,11.199999999999989,5693.5531166219835,Medium,41.717451523545705,93482.27999999998,43907.399999999994,134.0,105.45833333333333,73.72916666666667,109.29166666666667
M,300.2,311.6,1510,47.5,146,0,No Failure,2024-03-18 22:30:00,2024,3,18,Monday,11.400000000000034,7511.41504691689,Medium,31.789473684210527,93542.32,45493.600000000006,136.75,108.25,76.35416666666667,109.61458333333333
L,300.2,311.6,1671,28.8,149,0,No Failure,2024-03-18 22:45:00,2024,3,18,Monday,11.400000000000034,5039.8793565683645,Medium,58.02083333333333,93542.32,46428.4,140.0,111.16666666666667,79.02083333333333,109.95833333333333
M,300.3,311.6,1312,53.4,151,0,No Failure,2024-03-18 23:00:00,2024,3,18,Monday,11.300000000000011,7337.131367292225,High,24.56928838951311,93573.48000000001,47051.600000000006,143.5,114.08333333333333,81.70833333333333,110.30208333333333
L,300.3,311.6,1595,38.8,154,0,No Failure,2024-03-18 23:15:00,2024,3,18,Monday,11.300000000000011,6481.023793565683,High,41.108247422680414,93573.48000000001,47986.4,146.75,117.0,84.39583333333333,110.61458333333333
L,300.3,311.7,1635,31.8,156,0,No Failure,2024-03-18 23:30:00,2024,3,18,Monday,11.399999999999977,5444.977379356568,High,51.41509433962264,93603.51,48625.2,150.0,119.95833333333333,87.10416666666667,110.92708333333333
L,300.3,311.7,1707,33.6,158,0,No Failure,2024-03-18 23:45:00,2024,3,18,Monday,11.399999999999977,6006.534852546917,High,50.80357142857142,93603.51,49248.6,152.5,122.91666666666667,89.8125,111.23958333333333
L,300.3,311.7,1545,43.5,160,0,Random Failures,2024-03-19 00:00:00,2024,3,19,Tuesday,11.399999999999977,7038.318951072386,High,35.51724137931034,93603.51,49872.0,154.75,125.875,92.52083333333333,111.54166666666667
M,300.2,311.6,1751,28.0,162,0,No Failure,2024-03-19 00:15:00,2024,3,19,Tuesday,11.400000000000034,5134.4671581769435,High,62.535714285714285,93542.32,50479.200000000004,157.0,128.70833333333334,95.22916666666667,111.84375
M,300.4,311.8,1707,30.0,165,0,No Failure,2024-03-19 00:30:00,2024,3,19,Tuesday,11.400000000000034,5362.97754691689,High,56.9,93664.72,51447.0,159.0,131.54166666666666,97.9375,112.13541666666667
L,300.4,311.8,1320,57.9,168,0,No Failure,2024-03-19 00:45:00,2024,3,19,Tuesday,11.400000000000034,8003.937667560322,High,22.797927461139896,93664.72,52382.4,161.25,134.375,100.64583333333333,112.42708333333333
M,300.3,311.7,1319,51.4,170,0,No Failure,2024-03-19 01:00:00,2024,3,19,Tuesday,11.399999999999977,7100.012567024128,High,25.66147859922179,93603.51,52989.0,163.75,137.125,103.375,112.72916666666667
L,300.2,311.7,1448,54.2,173,0,No Failure,2024-03-19 01:15:00,2024,3,19,Tuesday,11.5,8219.001340482575,High,26.715867158671585,93572.34,53924.1,166.25,139.75,106.04166666666667,113.02083333333333
L,300.2,311.8,1436,48.2,175,0,No Failure,2024-03-19 01:30:00,2024,3,19,Tuesday,11.600000000000023,7248.575737265415,High,29.792531120331947,93602.36,54565.0,169.0,142.41666666666666,108.72916666666667,113.32291666666667
L,300.3,311.9,1609,34.0,177,0,No Failure,2024-03-19 01:45:00,2024,3,19,Tuesday,11.599999999999966,5729.096849865952,High,47.3235294117647,93663.56999999999,55206.299999999996,171.5,145.08333333333334,111.41666666666667,113.625
L,300.2,311.8,1464,44.5,179,0,No Failure,2024-03-19 02:00:00,2024,3,19,Tuesday,11.600000000000023,6822.637399463807,High,32.89887640449438,93602.36,55812.200000000004,173.75,147.75,114.10416666666667,113.91666666666667
M,300.3,311.8,1483,45.1,181,0,No Failure,2024-03-19 02:15:00,2024,3,19,Tuesday,11.5,7004.367040884719,High,32.88248337028825,93633.54000000001,56435.8,176.0,150.41666666666666,116.77083333333333,114.20833333333333
M,300.2,311.8,1748,28.5,184,0,No Failure,2024-03-19 02:30:00,2024,3,19,Tuesday,11.600000000000023,5217.200067024129,High,61.333333333333336,93602.36,57371.200000000004,178.0,153.04166666666666,119.4375,114.48958333333333
L,300.3,311.8,1746,26.3,187,0,No Failure,2024-03-19 02:45:00,2024,3,19,Tuesday,11.5,4808.960288203753,High,66.38783269961976,93633.54000000001,58306.6,180.25,155.66666666666666,122.125,114.78125
L,300.2,311.8,1410,51.4,189,0,No Failure,2024-03-19 03:00:00,2024,3,19,Tuesday,11.600000000000023,7589.854222520107,High,27.431906614785994,93602.36,58930.200000000004,182.75,158.33333333333334,124.83333333333333,115.07291666666667
L,300.2,311.7,1640,30.8,191,0,No Failure,2024-03-19 03:15:00,2024,3,19,Tuesday,11.5,5289.8793565683645,High,53.246753246753244,93572.34,59534.7,185.25,160.875,127.54166666666667,115.36458333333333
H,300.3,311.7,1655,29.9,193,0,No Failure,2024-03-19 03:30:00,2024,3,19,Tuesday,11.399999999999977,5182.274212466488,High,55.35117056856188,93603.51,60158.1,187.75,163.41666666666666,130.25,115.65625
M,300.3,311.7,1646,28.9,198,0,No Failure,2024-03-19 03:45:00,2024,3,19,Tuesday,11.399999999999977,4981.714979892761,High,56.95501730103806,93603.51,61716.6,190.0,165.91666666666666,132.89583333333334,115.9375
L,300.4,311.8,1589,42.0,201,0,No Failure,2024-03-19 04:00:00,2024,3,19,Tuesday,11.400000000000034,6989.150469168901,Very High,37.833333333333336,93664.72,62671.8,192.75,168.54166666666666,135.60416666666666,116.25
L,300.5,311.9,1546,39.4,203,0,No Failure,2024-03-19 04:15:00,2024,3,19,Tuesday,11.399999999999977,6379.063337801608,Very High,39.23857868020305,93725.95,63315.7,195.75,171.16666666666666,138.3125,116.54166666666667
L,300.5,311.9,1511,41.8,205,0,No Failure,2024-03-19 04:30:00,2024,3,19,Tuesday,11.399999999999977,6614.422754691688,Very High,36.14832535885168,93725.95,63939.49999999999,198.75,173.75,141.0,116.83333333333333
L,300.5,311.9,1750,28.3,207,0,No Failure,2024-03-19 04:45:00,2024,3,19,Tuesday,11.399999999999977,5186.51558310992,Very High,61.83745583038869,93725.95,64563.299999999996,201.75,176.20833333333334,143.6875,117.125
M,300.5,311.9,1730,27.5,209,0,No Failure,2024-03-19 05:00:00,2024,3,19,Tuesday,11.399999999999977,4982.301441018767,Very High,62.90909090909091,93725.95,65187.1,204.0,178.625,146.35416666666666,117.41666666666667
L,300.6,311.9,1372,60.1,212,1,Overstrain Failure,2024-03-19 05:15:00,2024,3,19,Tuesday,11.299999999999955,8635.346849865951,Very High,22.828618968386024,93757.14,66122.79999999999,206.0,181.04166666666666,149.02083333333334,117.70833333333333
L,300.5,311.8,1524,38.9,214,1,Tool Wear Failure,2024-03-19 05:30:00,2024,3,19,Tuesday,11.300000000000011,6208.486930294906,Very High,39.17737789203085,93695.90000000001,66725.2,208.25,183.45833333333334,151.70833333333334,118.01041666666667
L,300.4,311.8,1601,36.1,0,0,No Failure,2024-03-19 05:45:00,2024,3,19,Tuesday,11.400000000000034,6052.708193699733,Very Low,44.34903047091412,93664.72,0.0,210.5,185.875,154.39583333333334,118.30208333333333
M,300.5,311.8,1636,34.4,2,0,No Failure,2024-03-19 06:00:00,2024,3,19,Tuesday,11.300000000000011,5893.766756032171,Very Low,47.55813953488372,93695.90000000001,623.6,158.75,179.29166666666666,152.58333333333334,116.34375
L,300.4,311.8,1636,32.3,7,0,No Failure,2024-03-19 06:30:00,2024,3,19,Tuesday,11.400000000000034,5533.972855227881,Very Low,50.65015479876161,93664.72,2182.6,107.0,172.70833333333334,150.70833333333334,114.38541666666667
M,300.4,311.9,1335,58.3,9,0,No Failure,2024-03-19 06:45:00,2024,3,19,Tuesday,11.5,8150.814762064343,Very Low,22.898799313893655,93694.75999999998,2807.1,55.75,166.25,148.89583333333334,112.44791666666667
M,300.3,311.7,1236,57.5,12,0,No Failure,2024-03-19 07:00:00,2024,3,19,Tuesday,11.399999999999977,7442.820040214478,Very Low,21.495652173913044,93603.51,3740.3999999999996,4.5,159.75,147.0625,110.5
L,300.3,311.7,1445,47.3,15,0,No Failure,2024-03-19 07:15:00,2024,3,19,Tuesday,11.399999999999977,7157.810405495979,Very Low,30.549682875264274,93603.51,4675.5,7.5,153.25,145.1875,108.55208333333333
L,300.2,311.5,1500,40.8,17,0,No Failure,2024-03-19 07:30:00,2024,3,19,Tuesday,11.300000000000011,6409.182305630026,Very Low,36.76470588235294,93512.3,5295.5,10.75,146.79166666666666,143.27083333333334,106.61458333333333
L,300.2,311.6,1999,21.0,19,0,No Failure,2024-03-19 07:45:00,2024,3,19,Tuesday,11.400000000000034,4396.259215817694,Very Low,95.19047619047619,93542.32,5920.400000000001,13.25,140.29166666666666,141.35416666666666,104.67708333333333
L,300.2,311.6,1529,35.5,21,0,No Failure,2024-03-19 08:00:00,2024,3,19,Tuesday,11.400000000000034,5684.431551608579,Very Low,43.070422535211264,93542.32,6543.6,15.75,133.79166666666666,139.4375,102.72916666666667
M,300.2,311.6,1467,40.7,23,0,No Failure,2024-03-19 08:15:00,2024,3,19,Tuesday,11.400000000000034,6252.817107908847,Very Low,36.04422604422604,93542.32,7166.8,18.0,127.29166666666667,137.52083333333334,100.78125
L,300.1,311.5,1334,54.0,26,0,No Failure,2024-03-19 08:30:00,2024,3,19,Tuesday,11.399999999999977,7543.9845844504025,Very Low,24.703703703703702,93481.15000000001,8099.0,20.0,120.79166666666667,135.60416666666666,98.83333333333333
M,300.1,311.5,1343,46.2,28,0,No Failure,2024-03-19 08:45:00,2024,3,19,Tuesday,11.399999999999977,6497.842660857909,Very Low,29.06926406926407,93481.15000000001,8722.0,22.25,114.33333333333333,133.6875,96.88541666666667
L,300.2,311.5,1639,31.1,31,0,No Failure,2024-03-19 09:00:00,2024,3,19,Tuesday,11.300000000000011,5338.147201742628,Very Low,52.70096463022508,93512.3,9656.5,24.5,107.83333333333333,131.75,94.92708333333333
H,300.1,311.5,1383,49.1,33,0,No Failure,2024-03-19 09:15:00,2024,3,19,Tuesday,11.399999999999977,7111.396196380698,Very Low,28.16700610997963,93481.15000000001,10279.5,27.0,101.33333333333333,129.83333333333334,95.25
L,300.1,311.4,1660,31.4,38,0,No Failure,2024-03-19 09:30:00,2024,3,19,Tuesday,11.299999999999955,5458.696380697051,Very Low,52.86624203821656,93451.14,11833.199999999999,29.5,94.83333333333333,127.85416666666667,95.57291666666667
L,300.1,311.3,1470,45.2,40,0,No Failure,2024-03-19 09:45:00,2024,3,19,Tuesday,11.199999999999989,6958.361260053619,Very Low,32.52212389380531,93421.13,12452.0,32.5,88.45833333333333,125.9375,95.91666666666667
M,300.1,311.3,1748,26.6,42,0,No Failure,2024-03-19 10:00:00,2024,3,19,Tuesday,11.199999999999989,4869.38672922252,Very Low,65.71428571428571,93421.13,13074.6,35.5,82.08333333333333,124.0,96.26041666666667
L,300.1,311.4,1467,35.7,45,0,No Failure,2024-03-19 10:15:00,2024,3,19,Tuesday,11.299999999999955,5484.657758042896,Very Low,41.09243697478991,93451.14,14012.999999999998,38.25,75.58333333333333,122.0625,96.59375
M,300.1,311.4,1617,39.3,47,0,No Failure,2024-03-19 10:30:00,2024,3,19,Tuesday,11.299999999999955,6655.0875502680965,Very Low,41.145038167938935,93451.14,14635.8,41.25,69.08333333333333,120.125,96.92708333333333
H,300.1,311.4,1377,56.7,50,0,No Failure,2024-03-19 10:45:00,2024,3,19,Tuesday,11.299999999999955,8176.514326407508,Very Low,24.285714285714285,93451.14,15569.999999999998,43.5,62.583333333333336,118.16666666666667,97.26041666666667
M,300.0,311.3,1629,32.1,55,0,No Failure,2024-03-19 11:00:00,2024,3,19,Tuesday,11.300000000000011,5476.175016756032,Low,50.747663551401864,93390.0,17121.5,46.0,56.125,116.16666666666667,97.59375
L,300.0,311.2,1504,37.9,58,0,No Failure,2024-03-19 11:15:00,2024,3,19,Tuesday,11.199999999999989,5969.504021447721,Low,39.68337730870712,93360.0,18049.6,49.25,49.791666666666664,114.20833333333333,97.95833333333333
L,300.0,311.2,1418,47.3,60,0,No Failure,2024-03-19 11:30:00,2024,3,19,Tuesday,11.199999999999989,7024.065851206434,Low,29.978858350951377,93360.0,18672.0,52.5,43.5,112.27083333333333,98.33333333333333
L,300.0,311.2,1629,31.7,62,0,No Failure,2024-03-19 11:45:00,2024,3,19,Tuesday,11.199999999999989,5407.936075737265,Low,51.38801261829653,93360.0,19294.399999999998,55.75,37.166666666666664,110.3125,98.70833333333333
L,300.1,311.3,1305,64.7,66,0,No Failure,2024-03-19 12:15:00,2024,3,19,Tuesday,11.199999999999989,8842.315264745308,Low,20.17001545595054,93421.13,20545.8,58.75,30.833333333333332,108.35416666666667,99.08333333333333
M,300.2,311.4,1450,38.5,68,0,No Failure,2024-03-19 12:30:00,2024,3,19,Tuesday,11.199999999999989,5846.284349865952,Low,37.66233766233766,93482.27999999998,21175.199999999997,61.5,33.583333333333336,106.4375,99.47916666666667
L,300.2,311.3,1487,36.9,71,0,No Failure,2024-03-19 12:45:00,2024,3,19,Tuesday,11.100000000000023,5746.303200402144,Low,40.298102981029814,93452.26,22102.3,64.0,36.333333333333336,104.52083333333333,99.875
M,300.2,311.3,1587,31.2,73,0,No Failure,2024-03-19 13:00:00,2024,3,19,Tuesday,11.100000000000023,5185.405495978553,Low,50.86538461538461,93452.26,22724.9,66.75,39.0,102.625,100.28125
M,300.3,311.5,1528,40.9,76,0,No Failure,2024-03-19 13:15:00,2024,3,19,Tuesday,11.199999999999989,6544.822386058981,Low,37.359413202933986,93543.45,23674.0,69.5,41.666666666666664,100.70833333333333,100.67708333333333
M,300.4,311.6,1401,49.9,79,0,No Failure,2024-03-19 13:30:00,2024,3,19,Tuesday,11.200000000000045,7321.328334450402,Low,28.07615230460922,93604.64,24616.4,72.0,44.333333333333336,98.79166666666667,101.08333333333333
L,300.3,311.5,1446,45.0,82,0,No Failure,2024-03-19 13:45:00,2024,3,19,Tuesday,11.199999999999989,6814.468833780161,Low,32.13333333333333,93543.45,25543.0,74.75,47.0,96.89583333333333,101.46875
L,300.2,311.4,1425,44.2,84,0,No Failure,2024-03-19 14:00:00,2024,3,19,Tuesday,11.199999999999989,6596.116789544237,Low,32.23981900452488,93482.27999999998,26157.6,77.5,49.708333333333336,95.0,101.86458333333333
L,300.2,311.4,1891,22.6,86,0,No Failure,2024-03-19 14:15:00,2024,3,19,Tuesday,11.199999999999989,4475.5990281501345,Low,83.67256637168141,93482.27999999998,26780.399999999998,80.25,52.416666666666664,93.10416666666667,102.26041666666667
H,300.2,311.5,1454,42.8,88,0,No Failure,2024-03-19 14:30:00,2024,3,19,Tuesday,11.300000000000011,6517.174932975871,Low,33.97196261682243,93512.3,27412.0,82.75,55.125,91.20833333333333,102.65625
L,300.1,311.4,1430,40.9,93,0,No Failure,2024-03-19 14:45:00,2024,3,19,Tuesday,11.299999999999955,6125.062835120643,Low,34.96332518337408,93451.14,28960.199999999997,85.0,57.833333333333336,89.3125,103.04166666666667
